"","Date","Time","Type","No.","1:F","1:Fm'","1:PAR","1:Y (II)","1:ETR","1:Fo'","1:ETR-F.","1:qP","1:qN","1:qL","1:NPQ","1:Y (NO)","1:Y (NPQ)","1:Fo","1:Fm","1:Fv/Fm","date","id","treatment","RLC_start","RLC_end","RLC","Respirometry","wet_weight_g","whole_anemone","Fv_Fm","note"
"301","24-05-26",12:42:55,"F",279,"158",164,1513,0.037,23.5,112,0.84,0.115,0.72,0.082,1.128,0.453,0.51,163,349,0.533,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"302","24-05-26",12:43:03,"SLCE",NA,"Light Curve end",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"303","24-05-26",12:48:49,"SLCS",NA,"Light Curve start",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"304","24-05-26",12:48:49,"REG1",NA,"#1: alpha: 0.119, ETRm: 25.274, Ik: 212.561   ( beta: 0.002, ETRmPot: 27.945 )   (Platt et al. 1980)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"305","24-05-26",12:48:49,"REG2",NA,"#1: alpha: 0.094, ETRm: 24.901, Ik: 264.352   (Jassby and Platt 1976)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"306","24-05-26",12:48:50,"FO",280,"77",142,0,0.458,0,0,0.84,0,0,0,0,0,0,77,142,0.458,"26Apr2024","PVC_20","PVC_10_mgL",280,292,"complete","complete",0.97,"yes",0.458,"bleached"
"307","24-05-26",12:49:10,"F",281,"84",130,25,0.354,3.7,69,0.84,0.754,0.062,0.619,0.092,0.592,0.054,77,142,0.458,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"308","24-05-26",12:49:30,"F",282,"75",111,45,0.324,6.1,60,0.84,0.706,0.215,0.565,0.279,0.528,0.148,77,142,0.458,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"309","24-05-26",12:49:50,"F",283,"61",81,66,0.247,6.8,48,0.84,0.606,0.492,0.477,0.753,0.43,0.323,77,142,0.458,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"310","24-05-26",12:50:10,"F",284,"54",71,91,0.239,9.1,45,0.84,0.654,0.6,0.545,1,0.38,0.381,77,142,0.458,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"311","24-05-26",12:50:30,"F",285,"54",69,127,0.217,11.6,46,0.84,0.652,0.646,0.555,1.058,0.38,0.403,77,142,0.458,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"312","24-05-26",12:50:50,"F",286,"64",79,192,0.19,15.3,55,0.84,0.625,0.631,0.537,0.797,0.451,0.359,77,142,0.458,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"313","24-05-26",12:51:10,"F",287,"70",81,288,0.136,16.5,56,0.84,0.44,0.615,0.352,0.753,0.493,0.371,77,142,0.458,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"314","24-05-26",12:51:30,"F",288,"97",112,424,0.134,23.9,76,0.84,0.417,0.446,0.327,0.268,0.683,0.183,77,142,0.458,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"315","24-05-26",12:51:50,"F",289,"124",137,635,0.095,25.3,89,0.84,0.271,0.262,0.195,0.036,0.873,0.032,77,142,0.458,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"316","24-05-26",12:52:10,"F",290,"115",125,829,0.08,27.9,82,0.84,0.233,0.338,0.166,0.136,0.81,0.11,77,142,0.458,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"317","24-05-26",12:52:30,"F",291,"93",97,1161,0.041,20,68,0.84,0.138,0.554,0.101,0.464,0.655,0.304,77,142,0.458,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"318","24-05-26",12:52:50,"F",292,"91",95,1512,0.042,26.7,64,0.84,0.129,0.523,0.091,0.495,0.641,0.317,77,142,0.458,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"319","24-05-26",12:52:59,"SLCE",NA,"Light Curve end",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"320","24-05-26",12:56:14,"SLCS",NA,"Light Curve start",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"321","24-05-26",12:56:14,"REG1",NA,"#1: Error: Not enough measures for calculating regression data",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"322","24-05-26",12:56:14,"REG2",NA,"#1: Error: Not enough measures for calculating regression data",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"323","24-05-26",12:56:16,"FO",293,"19",46,0,0,0,0,0.84,0,0,0,0,0,0,19,46,0.587,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"324","24-05-26",12:56:36,"F",294,"19",40,25,0,0,16,0.84,0,0,0,0,0,0,19,46,0.587,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"325","24-05-26",12:56:56,"F",295,"25",43,45,0,0,18,0.84,0,0,0,0,0,0,19,46,0.587,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"326","24-05-26",12:57:16,"F",296,"43",68,66,0.368,10.2,32,0.84,0.694,-0.333,0.516,-0.324,0.935,-0.303,19,46,0.587,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"327","24-05-26",12:57:36,"F",297,"32",45,91,0,0,16,0.84,0,0,0,0,0,0,19,46,0.587,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"328","24-05-26",12:57:48,"SLCE",NA,"Light Curve end",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"329","24-05-26",12:58:20,"SLCS",NA,"Light Curve start",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"330","24-05-26",12:58:20,"REG1",NA,"#1: alpha: - , ETRm: - , Ik: -   ( beta: - 1269.141, ETRmPot: - 2409.936 )   (Platt et al. 1980)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"331","24-05-26",12:58:20,"REG2",NA,"#1: alpha: 0.200, ETRm: 100.000, Ik: 500.000   (Jassby and Platt 1976)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"332","24-05-26",12:58:21,"FO",298,"32",62,0,0.484,0,0,0.84,0,0,0,0,0,0,32,62,0.484,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"333","24-05-26",12:58:41,"F",299,"42",72,25,0.417,4.4,40,0.84,0.938,-0.067,0.893,-0.139,0.677,-0.094,32,62,0.484,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"334","24-05-26",12:59:01,"F",300,"68",100,45,0.32,6,48,0.84,0.615,-0.733,0.434,-0.38,1.097,-0.417,32,62,0.484,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"335","24-05-26",12:59:21,"F",301,"37",48,66,0,0,20,0.84,0,0,0,0,0,0,32,62,0.484,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"336","24-05-26",12:59:41,"F",302,"22",32,91,0,0,14,0.84,0,0,0,0,0,0,32,62,0.484,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"337","24-05-26",13:00:01,"F",303,"22",31,127,0,0,18,0.84,0,0,0,0,0,0,32,62,0.484,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"338","24-05-26",13:00:21,"F",304,"31",40,192,0,0,22,0.84,0,0,0,0,0,0,32,62,0.484,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"339","24-05-26",13:00:41,"F",305,"47",59,288,0.203,24.6,34,0.84,0.48,0.167,0.347,0.051,0.758,0.039,32,62,0.484,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"340","24-05-26",13:01:01,"F",306,"50",55,424,0.091,16.2,33,0.84,0.227,0.267,0.15,0.127,0.806,0.103,32,62,0.484,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"341","24-05-26",13:01:21,"F",307,"29",33,634,0,0,20,0.84,0,0,0,0,0,0,32,62,0.484,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"342","24-05-26",13:01:35,"SLCE",NA,"Light Curve end",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"343","24-05-26",13:48:51,"SLCS",NA,"Light Curve start",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"344","24-05-26",13:48:51,"REG1",NA,"#1: alpha: - , ETRm: - , Ik: -   ( beta: - 0.013, ETRmPot: 28.551 )   (Platt et al. 1980)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"345","24-05-26",13:48:51,"REG2",NA,"#1: alpha: 0.113, ETRm: 37.000, Ik: 326.127   (Jassby and Platt 1976)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"346","24-05-26",13:48:52,"FO",308,"54",113,0,0.522,0,0,0.84,0,0,0,0,0,0,54,113,0.522,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"347","24-05-26",13:49:12,"F",309,"60",102,25,0.412,4.3,51,0.84,0.824,0.136,0.7,0.108,0.531,0.057,54,113,0.522,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"348","24-05-26",13:49:32,"F",310,"56",90,45,0.378,7.1,46,0.84,0.773,0.254,0.635,0.256,0.496,0.126,54,113,0.522,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"349","24-05-26",13:49:52,"F",311,"51",76,66,0.329,9.1,40,0.84,0.694,0.39,0.544,0.487,0.451,0.22,54,113,0.522,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"350","24-05-26",13:50:12,"F",312,"51",73,91,0.301,11.5,38,0.84,0.629,0.407,0.469,0.548,0.451,0.248,54,113,0.522,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"351","24-05-26",13:50:32,"F",313,"53",73,127,0.274,14.6,40,0.84,0.606,0.441,0.457,0.548,0.469,0.257,54,113,0.522,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"352","24-05-26",13:50:52,"F",314,"53",68,192,0.221,17.8,36,0.84,0.469,0.458,0.319,0.662,0.469,0.31,54,113,0.522,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"353","24-05-26",13:51:12,"F",315,"48",60,288,0.2,24.2,33,0.84,0.444,0.542,0.305,0.883,0.425,0.375,54,113,0.522,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"354","24-05-26",13:51:32,"F",316,"45",55,424,0.182,32.4,30,0.84,0.4,0.576,0.267,1.055,0.398,0.42,54,113,0.522,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"355","24-05-26",13:51:52,"F",317,"45",52,635,0.135,36,28,0.84,0.292,0.593,0.182,1.173,0.398,0.467,54,113,0.522,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"356","24-05-26",13:52:12,"F",318,"43",49,830,0,0,21,0.84,0,0,0,0,0,0,54,113,0.522,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"357","24-05-26",13:52:32,"F",319,"33",37,1160,0,0,19,0.84,0,0,0,0,0,0,54,113,0.522,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"358","24-05-26",13:52:52,"F",320,"27",31,1513,0,0,15,0.84,0,0,0,0,0,0,54,113,0.522,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"359","24-05-26",13:53:00,"SLCE",NA,"Light Curve end",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"360","24-05-26",13:54:09,"SLCS",NA,"Light Curve start",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"361","24-05-26",13:54:10,"FO",321,"5",16,0,0,0,0,0.84,0,0,0,0,0,0,5,16,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"362","24-05-26",13:54:30,"F",322,"3",10,25,0,0,0,0.84,0,0,0,0,0,0,5,16,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"363","24-05-26",13:54:50,"F",323,"3",10,45,0,0,0,0.84,0,0,0,0,0,0,5,16,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"364","24-05-26",13:55:01,"SLCE",NA,"Light Curve end",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"365","24-05-26",13:56:45,"SLCS",NA,"Light Curve start",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"366","24-05-26",13:56:47,"FO",324,"13",32,0,0,0,0,0.84,0,0,0,0,0,0,13,32,0.594,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"367","24-05-26",13:57:07,"F",325,"18",30,25,0,0,14,0.84,0,0,0,0,0,0,13,32,0.594,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"368","24-05-26",13:57:27,"F",326,"24",40,45,0,0,18,0.84,0,0,0,0,0,0,13,32,0.594,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"369","24-05-26",13:57:43,"SLCE",NA,"Light Curve end",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"370","24-05-26",13:59:34,"SLCS",NA,"Light Curve start",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"371","24-05-26",13:59:34,"REG1",NA,"#1: alpha: - , ETRm: - , Ik: -   ( beta: - 0.004, ETRmPot: 33.039 )   (Platt et al. 1980)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"372","24-05-26",13:59:34,"REG2",NA,"#1: alpha: 0.159, ETRm: 36.570, Ik: 230.305   (Jassby and Platt 1976)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"373","24-05-26",13:59:35,"FO",327,"63",163,0,0.613,0,0,0.84,0,0,0,0,0,0,63,163,0.613,"26Apr2024","PVC_25","PVC_100_mgL",327,339,"complete","complete",0.98,"yes",0.613,"healthy"
"374","24-05-26",13:59:55,"F",328,"74",155,25,0.523,5.5,64,0.84,0.89,0.09,0.77,0.052,0.454,0.023,63,163,0.613,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"375","24-05-26",14:00:15,"F",329,"84",159,45,0.472,8.9,67,0.84,0.815,0.08,0.65,0.025,0.515,0.013,63,163,0.613,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"376","24-05-26",14:00:35,"F",330,"95",164,66,0.421,11.7,66,0.84,0.704,0.02,0.489,-0.006,0.583,-0.004,63,163,0.613,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"377","24-05-26",14:00:55,"F",331,"105",170,91,0.382,14.6,69,0.84,0.644,-0.01,0.423,-0.041,0.644,-0.026,63,163,0.613,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"378","24-05-26",14:01:15,"F",332,"109",169,127,0.355,18.9,68,0.84,0.594,-0.01,0.371,-0.036,0.669,-0.024,63,163,0.613,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"379","24-05-26",14:01:35,"F",333,"113",160,192,0.294,23.7,66,0.84,0.5,0.06,0.292,0.019,0.693,0.013,63,163,0.613,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"380","24-05-26",14:01:55,"F",334,"121",159,288,0.239,28.9,67,0.84,0.413,0.08,0.229,0.025,0.742,0.019,63,163,0.613,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"381","24-05-26",14:02:15,"F",335,"140",174,424,0.195,34.7,72,0.84,0.333,-0.02,0.171,-0.063,0.859,-0.054,63,163,0.613,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"382","24-05-26",14:02:35,"F",336,"160",183,635,0.126,33.6,79,0.84,0.221,-0.04,0.109,-0.109,0.982,-0.108,63,163,0.613,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"383","24-05-26",14:02:55,"F",337,"158",177,829,0.107,37.3,75,0.84,0.186,-0.02,0.088,-0.079,0.969,-0.076,63,163,0.613,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"384","24-05-26",14:03:15,"F",338,"152",164,1160,0.073,35.6,75,0.84,0.135,0.11,0.067,-0.006,0.933,-0.006,63,163,0.613,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"385","24-05-26",14:03:35,"F",339,"147",157,1512,0.064,40.6,74,0.84,0.12,0.17,0.06,0.038,0.902,0.034,63,163,0.613,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"386","24-05-26",14:03:43,"SLCE",NA,"Light Curve end",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"387","24-05-26",14:05:57,"SLCS",NA,"Light Curve start",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"388","24-05-26",14:05:57,"REG1",NA,"#1: alpha: - , ETRm: - , Ik: -   ( beta: - 0.019, ETRmPot: 8.132 )   (Platt et al. 1980)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"389","24-05-26",14:05:57,"REG2",NA,"#1: alpha: 0.058, ETRm: 101.692, Ik: 1740.614   (Jassby and Platt 1976)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"390","24-05-26",14:05:59,"FO",340,"43",60,0,0.283,0,0,0.84,0,0,0,0,0,0,43,60,0.283,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"391","24-05-26",14:06:19,"F",341,"43",52,25,0.173,1.8,34,0.84,0.5,-0.059,0.395,0.154,0.717,0.11,43,60,0.283,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"392","24-05-26",14:06:39,"F",342,"41",50,45,0.18,3.4,37,0.84,0.692,0.235,0.624,0.2,0.683,0.137,43,60,0.283,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"393","24-05-26",14:06:59,"F",343,"41",51,66,0.196,5.4,34,0.84,0.588,0,0.488,0.176,0.683,0.121,43,60,0.283,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"394","24-05-26",14:07:19,"F",344,"43",53,91,0.189,7.2,34,0.84,0.526,-0.118,0.416,0.132,0.717,0.094,43,60,0.283,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"395","24-05-26",14:07:39,"F",345,"42",53,127,0.208,11.1,34,0.84,0.579,-0.118,0.469,0.132,0.7,0.092,43,60,0.283,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"396","24-05-26",14:07:59,"F",346,"43",51,192,0.157,12.7,33,0.84,0.444,-0.059,0.341,0.176,0.717,0.126,43,60,0.283,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"397","24-05-26",14:08:19,"F",347,"44",52,288,0.154,18.6,36,0.84,0.5,0.059,0.409,0.154,0.733,0.113,43,60,0.283,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"398","24-05-26",14:08:39,"F",348,"45",50,424,0.1,17.8,32,0.84,0.278,-0.059,0.198,0.2,0.75,0.15,43,60,0.283,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"399","24-05-26",14:08:59,"F",349,"43",50,635,0.14,37.3,34,0.84,0.438,0.059,0.346,0.2,0.717,0.143,43,60,0.283,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"400","24-05-26",14:09:19,"F",350,"43",48,829,0,0,30,0.84,0,0,0,0,0,0,43,60,0.283,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"401","24-05-26",14:09:39,"F",351,"42",46,1160,0,0,30,0.84,0,0,0,0,0,0,43,60,0.283,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"402","24-05-26",14:09:59,"F",352,"43",46,1513,0,0,28,0.84,0,0,0,0,0,0,43,60,0.283,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"403","24-05-26",14:10:07,"SLCE",NA,"Light Curve end",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"404","24-05-26",14:11:30,"SLCS",NA,"Light Curve start",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"405","24-05-26",14:11:30,"REG1",NA,"#1: Error: Not enough measures for calculating regression data",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"406","24-05-26",14:11:30,"REG2",NA,"#1: Error: Not enough measures for calculating regression data",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"407","24-05-26",14:11:31,"FO",353,"29",40,0,0,0,0,0.84,0,0,0,0,0,0,29,40,0.275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"408","24-05-26",14:11:51,"F",354,"34",42,25,0,0,31,0.84,0,0,0,0,0,0,29,40,0.275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"409","24-05-26",14:12:11,"F",355,"41",50,45,0.18,3.4,37,0.84,0.692,-0.182,0.624,-0.2,1.025,-0.205,29,40,0.275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"410","24-05-26",14:12:31,"F",356,"41",50,66,0.18,5,34,0.84,0.563,-0.455,0.467,-0.2,1.025,-0.205,29,40,0.275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"411","24-05-26",14:12:46,"SLCE",NA,"Light Curve end",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"412","24-05-26",14:12:48,"SLCS",NA,"Light Curve start",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"413","24-05-26",14:12:49,"FO",357,"36",46,0,0,0,0,0.84,0,0,0,0,0,0,36,46,0.217,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"414","24-05-26",14:13:09,"F",358,"38",47,25,0,0,32,0.84,0,0,0,0,0,0,36,46,0.217,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"415","24-05-26",14:13:29,"F",359,"40",49,45,0,0,32,0.84,0,0,0,0,0,0,36,46,0.217,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"416","24-05-26",14:13:49,"F",360,"37",44,66,0,0,32,0.84,0,0,0,0,0,0,36,46,0.217,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"417","24-05-26",14:14:02,"SLCE",NA,"Light Curve end",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"418","24-05-26",14:14:35,"SLCS",NA,"Light Curve start",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"419","24-05-26",14:14:35,"REG1",NA,"#1: alpha: 0.054, ETRm: 17.644, Ik: 329.471   ( beta: 1.175, ETRmPot: 1076.297 )   (Platt et al. 1980)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"420","24-05-26",14:14:35,"REG2",NA,"#1: alpha: 0.046, ETRm: 17.015, Ik: 369.904   (Jassby and Platt 1976)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"421","24-05-26",14:14:37,"FO",361,"90",109,0,0.174,0,0,0.84,0,0,0,0,0,0,90,109,0.174,"26Apr2024","PVC_24","PVC_100_mgL",361,373,"complete","complete",0.66,"yes",0.174,"aggragate 12, low simbiont (Symbiont?) density"
"422","24-05-26",14:14:57,"F",362,"103",125,25,0.176,1.8,96,0.84,0.759,-0.526,0.707,-0.128,0.945,-0.121,90,109,0.174,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"423","24-05-26",14:15:17,"F",363,"105",121,45,0.132,2.5,97,0.84,0.667,-0.263,0.616,-0.099,0.963,-0.095,90,109,0.174,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"424","24-05-26",14:15:37,"F",364,"104",120,66,0.133,3.7,94,0.84,0.615,-0.368,0.556,-0.092,0.954,-0.087,90,109,0.174,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"425","24-05-26",14:15:57,"F",365,"99",114,91,0.132,5,91,0.84,0.652,-0.211,0.599,-0.044,0.908,-0.04,90,109,0.174,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"426","24-05-26",14:16:17,"F",366,"100",112,126,0.107,5.7,90,0.84,0.545,-0.158,0.491,-0.027,0.917,-0.024,90,109,0.174,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
